CHEBI	CHEBI_PH7_3	ORIGIN
102917	102917	computation
102918	102918	computation
102919	102919	computation
102921	102921	computation
102922	102922	computation
102923	102923	computation
102926	102926	computation
102927	102927	computation
102928	102928	computation
102929	102929	computation
102930	102930	computation
102931	102931	computation
102933	102933	computation
102934	102934	computation
102935	102935	computation
102936	102936	computation
102937	102937	computation
102938	102938	computation
102939	102939	computation
102943	102943	computation
102944	102944	computation
102947	102947	computation
102948	102948	computation
102949	102949	computation
102950	102950	computation
102954	102954	computation
102955	102955	computation
102956	102956	computation
102960	102960	computation
102961	102961	computation
102962	102962	computation
102963	102963	computation
102964	102964	computation
102965	102965	computation
102966	102966	computation
102967	102967	computation
102968	102968	computation
102969	102969	computation
102971	102971	computation
102972	102972	computation
102973	102973	computation
102974	102974	computation
102977	102977	computation
102979	102979	computation
102980	102980	computation
102981	102981	computation
102982	102982	computation
102983	102983	computation
102984	102984	computation
102986	102986	computation
102990	102990	computation
102994	102994	computation
102998	102998	computation
102999	102999	computation
103000	103000	computation
103001	103001	computation
103002	103002	computation
103004	103004	computation
103005	103005	computation
103006	103006	computation
103007	103007	computation
103008	103008	computation
103010	103010	computation
103011	103011	computation
103012	103012	computation
103013	103013	computation
103014	103014	computation
103015	103015	computation
103016	103016	computation
103017	103017	computation
103018	103018	computation
103019	103019	computation
103020	103020	computation
103021	103021	computation
103023	103023	computation
103024	103024	computation
103025	103025	computation
103026	103026	computation
103028	103028	computation
103030	103030	computation
103032	103032	computation
103033	103033	computation
103034	103034	computation
103036	103036	computation
103037	103037	computation
103039	103039	computation
103040	103040	computation
103041	103041	computation
103043	103043	computation
103046	103046	computation
103047	103047	computation
103048	103048	computation
103049	103049	computation
103050	103050	computation
103051	103051	computation
103053	103053	computation
103055	103055	computation
103058	103058	computation
103059	103059	computation
103061	103061	computation
103062	103062	computation
103063	103063	computation
103069	103069	computation
103070	103070	computation
103071	103071	computation
103073	103073	computation
103074	103074	computation
103075	103075	computation
103076	103076	computation
103077	103077	computation
103078	103078	computation
103079	103079	computation
103080	103080	computation
103081	103081	computation
103082	103082	computation
103083	103083	computation
103085	103085	computation
103086	103086	computation
103087	103087	computation
103088	103088	computation
103089	103089	computation
103091	103091	computation
103093	103093	computation
103095	103095	computation
103097	103097	computation
103098	103098	computation
103100	103100	computation
103101	103101	computation
103102	103102	computation
103103	103103	computation
103104	103104	computation
103106	103106	computation
103108	103108	computation
103110	103110	computation
103113	103113	computation
103114	103114	computation
103116	103116	computation
103120	103120	computation
103121	103121	computation
103122	103122	computation
103126	103126	computation
103127	103127	computation
103129	103129	computation
103131	103131	computation
103132	103132	computation
103134	103134	computation
103139	103139	computation
103141	103141	computation
103142	103142	computation
103143	103143	computation
103144	103144	computation
103145	103145	computation
103148	103148	computation
103149	103149	computation
103150	103150	computation
103151	103151	computation
103152	103152	computation
103154	103154	computation
103156	103156	computation
103157	103157	computation
103158	103158	computation
103159	103159	computation
103160	103160	computation
103161	103161	computation
103163	103163	computation
103165	103165	computation
103166	103166	computation
103167	103167	computation
103170	103170	computation
103171	103171	computation
103175	103175	computation
103177	103177	computation
103178	103178	computation
103182	103182	computation
103184	103184	computation
103186	103186	computation
103187	103187	computation
103188	103188	computation
103189	103189	computation
